"YEAR","Model_SE_LE","Transm","Engine","TYPE_A","Cond","Color","Auction","Price","Odometer","Model_SE","AutoTrans","AGE","Cyl6","CondBelow","CondAbove","AucType","BLACK","WHITE","RED","BLUE","SILVER","BEIGE","GREEN","GOLD","California","SEATTLE","DALLAS","ORLANDO","Pennsylvan","OHIO"
2014,"4D SEDAN SE","A",6,"Closed","Avg","SILVER","ATLANTA",16030,26828,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN LE","A",4,"Closed","Above","GRAY","DALLAS",17980,2822,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,"4D SEDAN LE","A",4,"Open","Avg","SILVER","California",12735,34692,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Above","GRAY","California",18985,3265,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Above","SILVER","ORLANDO",12400,31230,0,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN SE","A",4,"Closed","Above","GREEN","DENVER",15780,8177,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,"4D SEDAN SE","M",4,"Open","Below","BLACK","Pennsylvan",13925,36610,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,"4D SEDAN LE","A",4,"Open","Avg","GRAY","NewJersey",12430,23000,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",6,"Open","Below","GOLD","ORLANDO",5640,129954,0,1,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2014,"4D SEDAN LE","A",4,"Open","Avg","WHITE","ORLANDO",13750,33590,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN LE","A",4,"Open","Avg","WHITE","SEATTLE",13580,25403,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Above","GRAY","OHIO",19310,15810,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,"4D SEDAN LE","A",6,"Open","Avg","GREEN","BALTWASH",15300,20477,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,"4D SEDAN SE","M",4,"Open","Below","GRAY","Pennsylvan",17350,24117,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,"4D SEDAN LE","A",4,"Open","Below","SILVER","BALTWASH",12460,54520,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Avg","BEIGE","ORLANDO",18510,18784,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","BLACK","OHIO",13385,39883,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,"4D SEDAN SE","A",4,"Closed","Avg","SILVER","ORLANDO",13780,53390,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015,"4D SEDAN LE","A",4,"Closed","Avg","BLACK","ORLANDO",15515,13953,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN LE","M",6,"Closed","Above","GRAY","OHIO",19630,20449,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,"4D SEDAN LE","A",6,"Open","Avg","BLACK","ORLANDO",18085,15287,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,"4D SEDAN SE","A",4,"Open","Avg","GRAY","NASHVILL",13590,53460,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN LE","A",4,"Open","Avg","SILVER","California",13505,59180,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","SILVER","ORLANDO",12990,44950,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2015,"4D SEDAN LE","A",4,"Closed","Avg","WHITE","OHIO",16480,11531,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2012,"4D SEDAN SE","A",4,"Open","Avg","BLACK","ORLANDO",15695,32160,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","BLACK","ORLANDO",18145,39420,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","SILVER","OHIO",14390,33340,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2012,"4D SEDAN LE","M",4,"Open","Below","RED","Pennsylvan",12240,63000,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015,"4D SEDAN LE","A",4,"Open","Avg","GRAY","ORLANDO",16850,11758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,"4D SEDAN LE","A",4,"Closed","Avg","GRAY","NewJersey",8600,51600,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN LE","A",4,"Open","Avg","GREEN","NEWENGLD",13030,30950,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,"4D SEDAN LE","A",4,"Open","Avg","WHITE","BALTWASH",8730,83820,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","GRAY","DALLAS",9640,65020,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","RED","California",12575,15050,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2013,"4D SEDAN SE","M",6,"Open","Avg","WHITE","DALLAS",16500,29850,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2014,"4D SEDAN LE","M",4,"Open","Avg","BLACK","Pennsylvan",13685,20936,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,"4D SEDAN LE","A",4,"Open","Avg","WHITE","OHIO",8760,78800,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015,"4D SEDAN SE","A",4,"Closed","Avg","BLUE","MILWAUKE",17630,7179,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN LE","A",4,"Open","Avg","BLACK","KansasCity",13035,37367,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN LE","A",4,"Closed","Avg","WHITE","California",17115,15503,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012,"4D SEDAN SE","M",4,"Open","Avg","SILVER","Pennsylvan",14170,43390,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2010,"4D SEDAN SE","A",4,"Open","Avg","SILVER","NEWENGLD",8950,101990,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,"4D SEDAN SE","M",4,"Open","Below","WHITE","Pennsylvan",7930,113840,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011,"4D SEDAN LE","A",4,"Open","Avg","BLACK","DENVER",10765,76290,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Avg","BLUE","DENVER",17950,18536,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","M",6,"Open","Avg","BEIGE","NASHVILL",17300,48530,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Below","BEIGE","ORLANDO",16960,18772,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014,"4D SEDAN LE","M",4,"Closed","Avg","SILVER","ATLANTA",13530,46301,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","SILVER","BALTWASH",13080,39130,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","M",4,"Open","Above","GOLD","ATLANTA",14370,18330,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,"4D SEDAN LE","A",4,"Open","Avg","BLUE","BALTWASH",12330,52430,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","SILVER","DENVER",9150,71660,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","A",6,"Open","Avg","RED","OHIO",14300,39691,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2010,"4D SEDAN LE","A",4,"Closed","Avg","GREEN","ATLANTA",10210,60890,0,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,"4D SEDAN SE","A",4,"Open","Above","GRAY","California",12745,72750,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,"4D SEDAN SE","A",4,"Closed","Above","WHITE","ATLANTA",16190,25540,1,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,"4D SEDAN SE","A",6,"Open","Below","GRAY","SEATTLE",7930,69647,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Avg","BLUE","California",17935,16617,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","SILVER","NASHVILL",14050,44280,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Below","GRAY","NASHVILL",6670,169020,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"4D SEDAN LE","A",4,"Open","Avg","WHITE","NASHVILL",8960,120090,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN LE","A",4,"Open","Avg","BLACK","SEATTLE",14415,28450,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","BLACK","BALTWASH",14305,42720,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","M",4,"Open","Avg","BLACK","NewJersey",12635,47290,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Avg","BLACK","ORLANDO",17585,5870,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,"4D SEDAN LE","A",4,"Open","Avg","GREEN","NEWENGLD",11990,45130,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,"4D SEDAN SE","M",6,"Open","Avg","BLACK","DALLAS",14735,40390,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","BLACK","ATLANTA",17805,34600,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Avg","BLACK","California",17020,17303,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,"4D SEDAN LE","A",6,"Open","Avg","BLACK","DALLAS",15335,44929,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","BLACK","ATLANTA",13915,33220,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Avg","GRAY","DALLAS",18200,18586,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,"4D SEDAN SE","A",4,"Closed","Avg","WHITE","DALLAS",13130,40474,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015,"4D SEDAN LE","A",4,"Closed","Avg","WHITE","ORLANDO",16280,11923,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN LE","A",6,"Open","Avg","WHITE","OHIO",14550,40217,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2012,"4D SEDAN SE","A",4,"Open","Avg","GRAY","ORLANDO",14630,21800,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,"4D SEDAN LE","A",4,"Open","Above","GRAY","California",11305,35560,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Closed","Avg","BLACK","California",17350,24035,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","BLACK","NewJersey",15995,42420,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","SILVER","DENVER",7700,121260,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Avg","BLACK","MILWAUKE",13435,49560,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","BLACK","MILWAUKE",13785,37925,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN SE","M",4,"Closed","Above","GRAY","Pennsylvan",14980,15968,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,"4D SEDAN SE","A",4,"Closed","Avg","GRAY","MILWAUKE",13430,36870,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","GREEN","ATLANTA",12980,38030,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,"4D SEDAN LE","M",6,"Open","Avg","GRAY","Pennsylvan",15550,29161,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,"4D SEDAN SE","A",4,"Open","Avg","BLACK","DENVER",13985,41249,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","SILVER","ORLANDO",15240,21490,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN LE","A",4,"Open","Avg","SILVER","DALLAS",12550,36994,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Avg","WHITE","BALTWASH",12970,54670,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Avg","GRAY","ORLANDO",12920,57040,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,"4D SEDAN LE","A",6,"Open","Above","GRAY","ORLANDO",12700,63364,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","SILVER","ORLANDO",14440,33780,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN SE","A",4,"Closed","Avg","BLACK","KansasCity",14065,27227,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Below","BLUE","ORLANDO",13900,4866,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN LE","A",4,"Open","Avg","SILVER","ORLANDO",13650,21831,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2013,"4D SEDAN SE","A",4,"Closed","Below","RED","ORLANDO",12050,53990,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","BLUE","OHIO",15650,27150,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2014,"4D SEDAN SE","A",4,"Closed","Avg","GRAY","ORLANDO",13730,40827,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN LE","A",6,"Open","Avg","BLACK","OHIO",14935,36501,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,"4D SEDAN SE","A",6,"Open","Avg","BLACK","NASHVILL",16995,52620,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","GRAY","ATLANTA",13060,35770,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","M",4,"Open","Avg","RED","Pennsylvan",8530,91770,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2012,"4D SEDAN LE","M",4,"Open","Avg","GREEN","Pennsylvan",13920,24140,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2015,"4D SEDAN LE","A",4,"Closed","Avg","BLUE","ORLANDO",16580,12440,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2010,"4D SEDAN SE","A",4,"Open","Avg","BLACK","ORLANDO",9135,75270,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN LE","A",4,"Closed","Above","BLACK","ORLANDO",14615,15572,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN LE","A",4,"Closed","Avg","SILVER","ATLANTA",13280,33090,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,"4D SEDAN SE","A",4,"Open","Above","BLACK","DALLAS",13515,35500,1,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Below","WHITE","California",16535,19564,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Below","WHITE","ATLANTA",17100,26159,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN LE","A",4,"Open","Avg","WHITE","DALLAS",13550,39820,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Below","GRAY","MILWAUKE",11050,22056,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Closed","Avg","WHITE","SEATTLE",19160,13039,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2013,"4D SEDAN SE","A",6,"Open","Avg","BLACK","NewJersey",16095,17930,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN SE","A",6,"Open","Avg","WHITE","OHIO",13250,53949,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011,"4D SEDAN LE","A",4,"Open","Avg","SILVER","ATLANTA",9930,94190,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Above","BLACK","DENVER",16785,27623,1,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",6,"Closed","Above","RED","OHIO",26730,2261,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2013,"4D SEDAN SE","A",6,"Closed","Avg","RED","DALLAS",18320,20040,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015,"4D SEDAN SE","M",4,"Closed","Above","BLACK","ATLANTA",19215,8052,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN SE","A",4,"Open","Avg","WHITE","MILWAUKE",9160,117630,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","BLACK","MILWAUKE",14745,35760,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Above","WHITE","NASHVILL",16350,20525,1,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","BLACK","ATLANTA",18175,30050,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN SE","A",4,"Closed","Avg","RED","DALLAS",13080,40806,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Avg","WHITE","OHIO",14350,51090,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011,"4D SEDAN LE","A",6,"Open","Avg","WHITE","DALLAS",9600,74172,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013,"4D SEDAN LE","M",4,"Open","Avg","GRAY","Pennsylvan",13420,37000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,"4D SEDAN LE","A",4,"Open","Above","GRAY","SEATTLE",15760,5940,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","SILVER","BALTWASH",13100,35810,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN SE","A",4,"Open","Avg","RED","DALLAS",8510,148370,1,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2010,"4D SEDAN LE","M",4,"Open","Below","SILVER","DALLAS",7240,137660,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2015,"4D SEDAN LE","A",4,"Open","Avg","SILVER","DALLAS",16150,21720,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010,"4D SEDAN LE","A",4,"Closed","Above","SILVER","Pennsylvan",12240,47530,0,1,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2012,"4D SEDAN SE","A",6,"Open","Below","GRAY","MILWAUKE",10150,97360,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Below","BLUE","BALTWASH",17500,11993,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN SE","M",4,"Open","Avg","BLACK","Pennsylvan",12885,35632,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,"4D SEDAN SE","A",4,"Open","Above","GREEN","OHIO",18450,18217,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2013,"4D SEDAN LE","A",4,"Closed","Avg","RED","ORLANDO",13220,33470,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","GRAY","California",10235,91140,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Closed","Avg","SILVER","DENVER",10140,81630,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","SILVER","SEATTLE",13940,44490,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2013,"4D SEDAN LE","A",4,"Open","Below","SILVER","DALLAS",10650,54070,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Below","GRAY","DENVER",12890,54180,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Above","WHITE","California",17285,22150,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","BLACK","California",15260,28350,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Closed","Avg","GRAY","OHIO",8960,71920,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,"4D SEDAN SE","A",4,"Open","Avg","BLACK","DALLAS",13935,42308,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,"4D SEDAN SE","M",4,"Closed","Avg","WHITE","Pennsylvan",14530,33414,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015,"4D SEDAN SE","A",4,"Open","Above","GOLD","OHIO",18410,18091,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2013,"4D SEDAN LE","M",4,"Closed","Above","RED","Pennsylvan",15000,7640,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2011,"4D SEDAN LE","A",4,"Open","Avg","GRAY","ORLANDO",10740,24020,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","BLACK","BALTWASH",13185,66903,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","GRAY","California",16515,33160,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,"4D SEDAN LE","A",4,"Open","Above","GRAY","SEATTLE",16150,18130,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","GRAY","DALLAS",13450,33403,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011,"4D SEDAN LE","A",4,"Open","Avg","BLACK","KansasCity",11105,76480,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN SE","A",6,"Closed","Avg","BLACK","ATLANTA",17215,36329,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN LE","A",4,"Open","Above","WHITE","California",14455,24210,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2014,"4D SEDAN LE","A",4,"Closed","Below","BLACK","ORLANDO",9865,56634,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
